文献,反应位置,底物,产物,中间体,催化剂,配体,溶剂,其它组分,条件（温度、时间、气氛、光源、波长等）,产率,dr,ee,er,直接从文献中抓取的提取错误,实验过程与操作顺序错误,文献中没有明确给出信息，需要模型进行推断，推断产生的错误
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureA-Entry20; PDF pages: 15,step1: amine 1 (5.3 mmol); step2: aniline 2 (3.0 equiv.),"step2: N'-(2-Bromo-4,5-difluorophenyl)-2,2,2-trifluoro-N-(4-methoxy-2-methylphenyl)-acetimidamide (1.83 g)",step1: trifluoroacetimidoyl chloride product 1’,,,"step1: CCl4 (CCl4 (2.1 mL initial, amine dissolved in CCl4 2.1 mL, 22 mmol; initial CCl4 entry listed as 2.1 mL, 20 mmol)); step2: toluene","step1: PPh3 (3.45 g, 13.2 mmol); Et3N (0.73 mL, 5.3 mmol); TFA (0.34 mL, 4.4 mmol)",step1: temp: ice bath then reflux; time: 10 mins then 3 h; step2: temp: 120 ℃; time: overnight,72%,,,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureA-Entry21; PDF pages: 16,step1: amine 1 (5.3 mmol); step2: aniline 2 (3.0 equiv.),"step2: N'-(2-Bromo-5-chloro-4-fluorophenyl)-2,2,2-trifluoro-N-(4-methoxy-2-methyl-phenyl)acetimidamide (1.58 g)",step1: trifluoroacetimidoyl chloride product 1’,,,"step1: CCl4 (CCl4 (2.1 mL initial, amine dissolved in CCl4 2.1 mL, 22 mmol; initial CCl4 entry listed as 2.1 mL, 20 mmol)); step2: toluene","step1: PPh3 (3.45 g, 13.2 mmol); Et3N (0.73 mL, 5.3 mmol); TFA (0.34 mL, 4.4 mmol)",step1: temp: ice bath then reflux; time: 10 mins then 3 h; step2: temp: 120 ℃; time: overnight,68%,,,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureA-Entry22; PDF pages: 16,step1: amine 1 (5.3 mmol); step2: aniline 2 (3.0 equiv.),"step2: N'-(2-Bromo-4,6-difluorophenyl)-2,2,2-trifluoro-N-(4-methoxy-2-methylphenyl)-acetimidamide (1.64 g)",step1: trifluoroacetimidoyl chloride product 1’,,,"step1: CCl4 (CCl4 (2.1 mL initial, amine dissolved in CCl4 2.1 mL, 22 mmol; initial CCl4 entry listed as 2.1 mL, 20 mmol)); step2: toluene","step1: PPh3 (3.45 g, 13.2 mmol); Et3N (0.73 mL, 5.3 mmol); TFA (0.34 mL, 4.4 mmol)",step1: temp: ice bath then reflux; time: 10 mins then 3 h; step2: temp: 120 ℃; time: overnight,73%,,,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureA-Entry23; PDF pages: 17,step1: amine 1 (5.3 mmol); step2: aniline 2 (3.0 equiv.),"step2: N'-(2-Bromophenyl)-2,2,2-trifluoro-N-(o-tolyl)acetimidamide (1.36 g)",step1: trifluoroacetimidoyl chloride product 1’,,,"step1: CCl4 (CCl4 (2.1 mL initial, amine dissolved in CCl4 2.1 mL, 22 mmol; initial CCl4 entry listed as 2.1 mL, 20 mmol)); step2: toluene","step1: PPh3 (3.45 g, 13.2 mmol); Et3N (0.73 mL, 5.3 mmol); TFA (0.34 mL, 4.4 mmol)",step1: temp: ice bath then reflux; time: 10 mins then 3 h; step2: temp: 120 ℃; time: overnight,72%,,,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureA-Entry24; PDF pages: 17,step1: amine 1 (5.3 mmol); step2: aniline 2 (3.0 equiv.),"step2: N'-(2-Bromophenyl)-N-(2-ethylphenyl)-2,2,2-trifluoroacetimidamide (1.53 g)",step1: trifluoroacetimidoyl chloride product 1’,,,"step1: CCl4 (CCl4 (2.1 mL initial, amine dissolved in CCl4 2.1 mL, 22 mmol; initial CCl4 entry listed as 2.1 mL, 20 mmol)); step2: toluene","step1: PPh3 (3.45 g, 13.2 mmol); Et3N (0.73 mL, 5.3 mmol); TFA (0.34 mL, 4.4 mmol)",step1: temp: ice bath then reflux; time: 10 mins then 3 h; step2: temp: 120 ℃; time: overnight,78%,,,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureA-Entry25; PDF pages: 18,step1: amine 1 (5.3 mmol); step2: aniline 2 (3.0 equiv.),"step2: N'-(2-Bromophenyl)-2,2,2-trifluoro-N-(5-methoxy-2-methylphenyl)acetimidamide (1.64 g)",step1: trifluoroacetimidoyl chloride product 1’,,,"step1: CCl4 (CCl4 (2.1 mL initial, amine dissolved in CCl4 2.1 mL, 22 mmol; initial CCl4 entry listed as 2.1 mL, 20 mmol)); step2: toluene","step1: PPh3 (3.45 g, 13.2 mmol); Et3N (0.73 mL, 5.3 mmol); TFA (0.34 mL, 4.4 mmol)",step1: temp: ice bath then reflux; time: 10 mins then 3 h; step2: temp: 120 ℃; time: overnight,73%,,,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureA-Entry26; PDF pages: 18,step1: amine 1 (5.3 mmol); step2: aniline 2 (3.0 equiv.),"step2: N'-(2-Bromophenyl)-2,2,2-trifluoro-N-(naphthalen-1-yl)acetimidamide (1.61 g)",step1: trifluoroacetimidoyl chloride product 1’,,,"step1: CCl4 (CCl4 (2.1 mL initial, amine dissolved in CCl4 2.1 mL, 22 mmol; initial CCl4 entry listed as 2.1 mL, 20 mmol)); step2: toluene","step1: PPh3 (3.45 g, 13.2 mmol); Et3N (0.73 mL, 5.3 mmol); TFA (0.34 mL, 4.4 mmol)",step1: temp: ice bath then reflux; time: 10 mins then 3 h; step2: temp: 120 ℃; time: overnight,76%,,,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureA-Entry27; PDF pages: 19,step1: amine 1 (5.3 mmol); step2: aniline 2 (3.0 equiv.),"step2: N'-(2-Bromophenyl)-2,2,2-trifluoro-N-(quinolin-5-yl)acetimidamide (1.42 g)",step1: trifluoroacetimidoyl chloride product 1’,,,"step1: CCl4 (CCl4 (2.1 mL initial, amine dissolved in CCl4 2.1 mL, 22 mmol; initial CCl4 entry listed as 2.1 mL, 20 mmol)); step2: toluene","step1: PPh3 (3.45 g, 13.2 mmol); Et3N (0.73 mL, 5.3 mmol); TFA (0.34 mL, 4.4 mmol)",step1: temp: ice bath then reflux; time: 10 mins then 3 h; step2: temp: 120 ℃; time: overnight,68%,,,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureA-Entry28; PDF pages: 19,step1: amine 1 (5.3 mmol); step2: aniline 2 (3.0 equiv.),"step2: N'-(2-Bromophenyl)-2,2,2-trifluoro-N-(5,6,7,8-tetrahydronaphthalen-1-yl)acetim-idamide (1.72 g)",step1: trifluoroacetimidoyl chloride product 1’,,,"step1: CCl4 (CCl4 (2.1 mL initial, amine dissolved in CCl4 2.1 mL, 22 mmol; initial CCl4 entry listed as 2.1 mL, 20 mmol)); step2: toluene","step1: PPh3 (3.45 g, 13.2 mmol); Et3N (0.73 mL, 5.3 mmol); TFA (0.34 mL, 4.4 mmol)",step1: temp: ice bath then reflux; time: 10 mins then 3 h; step2: temp: 120 ℃; time: overnight,82%,,,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureA-Entry29; PDF pages: 20,step1: amine 1 (5.3 mmol); step2: aniline 2 (3.0 equiv.),"step2: N'-(2-Bromophenyl)-N-(2,3-dimethylphenyl)-2,2,2-trifluoroacetimidamide (1.40 g)",step1: trifluoroacetimidoyl chloride product 1’,,,"step1: CCl4 (CCl4 (2.1 mL initial, amine dissolved in CCl4 2.1 mL, 22 mmol; initial CCl4 entry listed as 2.1 mL, 20 mmol)); step2: toluene","step1: PPh3 (3.45 g, 13.2 mmol); Et3N (0.73 mL, 5.3 mmol); TFA (0.34 mL, 4.4 mmol)",step1: temp: ice bath then reflux; time: 10 mins then 3 h; step2: temp: 120 ℃; time: overnight,71%,,,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureA-Entry30; PDF pages: 20,step1: amine 1 (5.3 mmol); step2: aniline 2 (3.0 equiv.),"step2: N'-(2-Bromophenyl)-2,2,2-trifluoro-N-(3-methoxy-2-methylphenyl)acetimidamide (1.77 g)",step1: trifluoroacetimidoyl chloride product 1’,,,"step1: CCl4 (CCl4 (2.1 mL initial, amine dissolved in CCl4 2.1 mL, 22 mmol; initial CCl4 entry listed as 2.1 mL, 20 mmol)); step2: toluene","step1: PPh3 (3.45 g, 13.2 mmol); Et3N (0.73 mL, 5.3 mmol); TFA (0.34 mL, 4.4 mmol)",step1: temp: ice bath then reflux; time: 10 mins then 3 h; step2: temp: 120 ℃; time: overnight,79%,,,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureA-Entry31; PDF pages: 21,step1: amine 1 (5.3 mmol); step2: aniline 2 (3.0 equiv.),"step2: N'-(2-Bromophenyl)-N-(2,4-dimethylphenyl)-2,2,2-trifluoroacetimidamide (1.63 g)",step1: trifluoroacetimidoyl chloride product 1’,,,"step1: CCl4 (CCl4 (2.1 mL initial, amine dissolved in CCl4 2.1 mL, 22 mmol; initial CCl4 entry listed as 2.1 mL, 20 mmol)); step2: toluene","step1: PPh3 (3.45 g, 13.2 mmol); Et3N (0.73 mL, 5.3 mmol); TFA (0.34 mL, 4.4 mmol)",step1: temp: ice bath then reflux; time: 10 mins then 3 h; step2: temp: 120 ℃; time: overnight,83%,,,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureA-Entry32; PDF pages: 21,step1: amine 1 (5.3 mmol); step2: aniline 2 (3.0 equiv.),"step2: N'-(2-Bromophenyl)-2,2,2-trifluoro-N-(4-hydroxy-2-methylphenyl)acetimidamide (1.50 g)",step1: trifluoroacetimidoyl chloride product 1’,,,"step1: CCl4 (CCl4 (2.1 mL initial, amine dissolved in CCl4 2.1 mL, 22 mmol; initial CCl4 entry listed as 2.1 mL, 20 mmol)); step2: toluene","step1: PPh3 (3.45 g, 13.2 mmol); Et3N (0.73 mL, 5.3 mmol); TFA (0.34 mL, 4.4 mmol)",step1: temp: ice bath then reflux; time: 10 mins then 3 h; step2: temp: 120 ℃; time: overnight,76%,,,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureA-Entry33; PDF pages: 22,step1: amine 1 (5.3 mmol); step2: aniline 2 (3.0 equiv.),"step2: N-(4-Amino-2,5-dichlorophenyl)-N'-(2-bromophenyl)-2,2,2-trifluoroacetimidamide (1.49 g)",step1: trifluoroacetimidoyl chloride product 1’,,,"step1: CCl4 (CCl4 (2.1 mL initial, amine dissolved in CCl4 2.1 mL, 22 mmol; initial CCl4 entry listed as 2.1 mL, 20 mmol)); step2: toluene","step1: PPh3 (3.45 g, 13.2 mmol); Et3N (0.73 mL, 5.3 mmol); TFA (0.34 mL, 4.4 mmol)",step1: temp: ice bath then reflux; time: 10 mins then 3 h; step2: temp: 120 ℃; time: overnight,66%,,,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureA-Entry34; PDF pages: 22,step1: amine 1 (5.3 mmol); step2: aniline 2 (3.0 equiv.),"step2: N'-(2-Bromophenyl)-2,2,2-trifluoro-N-(1H-indol-4-yl)acetimidamide (1.42 g)",step1: trifluoroacetimidoyl chloride product 1’,,,"step1: CCl4 (CCl4 (2.1 mL initial, amine dissolved in CCl4 2.1 mL, 22 mmol; initial CCl4 entry listed as 2.1 mL, 20 mmol)); step2: toluene","step1: PPh3 (3.45 g, 13.2 mmol); Et3N (0.73 mL, 5.3 mmol); TFA (0.34 mL, 4.4 mmol)",step1: temp: ice bath then reflux; time: 10 mins then 3 h; step2: temp: 120 ℃; time: overnight,70%,,,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureC-Entry1; PDF pages: 76,trifluoroacetimidoyl chloride 1a’ (3.0 equiv.); amine (1.0 equiv.),"N,N''-(2,5-Dimethyl-1,4-phenylene)bis(N'-(2-bromophenyl)-2,2,2-trifluoroacetimidamide) (3.16 g)",,,,toluene (0.2 M),,temp: 120 ℃; time: 18 h,71%,,,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureC-Entry2; PDF pages: 76,trifluoroacetimidoyl chloride 1a’ (3.0 equiv.); amine (1.0 equiv.),"N,N''-(2,5-Dimethyl-1,4-phenylene)bis(N'-(2-bromo-4-fluorophenyl)-2,2,2-trifluoroacetimidamide) (3.57 g)",,,,toluene (0.2 M),,temp: 120 ℃; time: 18 h,76%,,,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureC-Entry3; PDF pages: 77,trifluoroacetimidoyl chloride 1a’ (3.0 equiv.); amine (1.0 equiv.),"N,N''-(2,5-Dimethyl-1,4-phenylene)bis(N'-(2-bromo-4-methylphenyl)-2,2,2-trifluoroacetimidamide) (3.67 g)",,,,toluene (0.2 M),,temp: 120 ℃; time: 18 h,79%,,,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureC-Entry4; PDF pages: 77,trifluoroacetimidoyl chloride 1a’ (3.0 equiv.); amine (1.0 equiv.),"N,N''-(2,5-Dimethyl-1,4-phenylene)bis(N'-(2-bromo-5-(trifluoromethyl)phenyl)-2,2,2-trifluoroacetimidamide) (3.16 g)",,,,toluene (0.2 M),,temp: 120 ℃; time: 18 h,68%,,,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureC-Entry5; PDF pages: 78,trifluoroacetimidoyl chloride 1a’ (3.0 equiv.); amine (1.0 equiv.),"N,N''-(2,5-Dimethyl-1,4-phenylene)bis(N'-(2-bromo-5-(trifluoromethoxy)-phenyl)2,2,2-trifluoroacetimidamide) (4.22 g)",,,,toluene (0.2 M),,temp: 120 ℃; time: 18 h,75%,,,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureC-Entry6; PDF pages: 78,trifluoroacetimidoyl chloride 1a’ (3.0 equiv.); amine (1.0 equiv.),"N,N''-(2,5-Dimethyl-1,4-phenylene)bis(N'-(2-bromo-5-chlorophenyl)-2,2,2-trifluoroacetimidamide) (3.54 g)",,,,toluene (0.2 M),,temp: 120 ℃; time: 18 h,71%,,,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureC-Entry7; PDF pages: 79,trifluoroacetimidoyl chloride 1a’ (3.0 equiv.); amine (1.0 equiv.),"N,N''-(2,5-Dimethyl-1,4-phenylene)bis(N'-(2-bromo-5-methoxyphenyl)-2,2,2-trifluoroacetimidamide) (3.65 g)",,,,toluene (0.2 M),,temp: 120 ℃; time: 18 h,75%,,,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureC-Entry8; PDF pages: 79,trifluoroacetimidoyl chloride 1a’ (3.0 equiv.); amine (1.0 equiv.),"N,N''-(Naphthalene-1,5-diyl)bis(N'-(2-bromophenyl)-2,2,2-trifluoroacetimidamide) (3.49 g)",,,,toluene (0.2 M),,temp: 120 ℃; time: 18 h,76%,,,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureD-Entry1; PDF pages: 97,"3 (0.2 mmol, 1.0 equiv.)",1-(4-Methoxy-2-methylphenyl)-2-(trifluoromethyl)-1H-benzo[d]imidazole (60.2 mg),,"Pd(OAc)2 (2.2 mg, 5.0 mol%)",(S)-BINAP,toluene (1.0 mL (in catalyst premix) and 1.0 mL (with substrate)),Cs2CO3 (1.2 equiv.),temp: 60 ˚C; time: 18 h; atm: anhydrous and oxygen-free,98%,,92%,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureD-Entry2; PDF pages: 98,"3 (0.2 mmol, 1.0 equiv.)",2-(Chlorodifluoromethyl)-1-(4-methoxy-2-methylphenyl)-1H-benzo[d]imidazole (53 mg),,"Pd(OAc)2 (2.2 mg, 5.0 mol%)",(S)-BINAP,toluene (1.0 mL (in catalyst premix) and 1.0 mL (with substrate)),Cs2CO3 (1.2 equiv.),temp: 60 ˚C; time: 18 h; atm: anhydrous and oxygen-free,82%,,87%,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,"GeneralProcedureD-Entry3; PDF pages: 98, 99","3 (0.2 mmol, 1.0 equiv.)",1-(4-Methoxy-2-methylphenyl)-2-(perfluoroethyl)-1H-benzo[d]imidazole (53 mg),,"Pd(OAc)2 (2.2 mg, 5.0 mol%)",(S)-BINAP,toluene (1.0 mL (in catalyst premix) and 1.0 mL (with substrate)),Cs2CO3 (1.2 equiv.),temp: 60 ˚C; time: 18 h; atm: anhydrous and oxygen-free,95%,,86%,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureD-Entry4; PDF pages: 99,"3 (0.2 mmol, 1.0 equiv.)",1-(4-Methoxy-2-methylphenyl)-2-methyl-1H-benzo[d]imidazole (6.3 mg),,"Pd(OAc)2 (2.2 mg, 5.0 mol%)",(S)-BINAP,toluene (1.0 mL (in catalyst premix) and 1.0 mL (with substrate)),Cs2CO3 (1.2 equiv.),temp: 60 ˚C; time: 18 h; atm: anhydrous and oxygen-free,12%,,56%,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,"GeneralProcedureD-Entry5; PDF pages: 99, 100","3 (0.2 mmol, 1.0 equiv.)",2-(3-Chlorophenyl)-1-(4-methoxy-2-methylphenyl)-1H-benzo[d]imidazole (50 mg),,"Pd(OAc)2 (2.2 mg, 5.0 mol%)",(S)-BINAP,toluene (1.0 mL (in catalyst premix) and 1.0 mL (with substrate)),Cs2CO3 (1.2 equiv.),temp: 60 ˚C; time: 18 h; atm: anhydrous and oxygen-free,72%,,67%,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,"GeneralProcedureD-Entry6; PDF pages: 100, 101","3 (0.2 mmol, 1.0 equiv.)",1-(4-Methoxy-2-methylphenyl)-6-methyl-2-(trifluoromethyl)-1H-benzo[d]imidazole (55.9 mg),,"Pd(OAc)2 (2.2 mg, 5.0 mol%)",(S)-BINAP,toluene (1.0 mL (in catalyst premix) and 1.0 mL (with substrate)),Cs2CO3 (1.2 equiv.),temp: 60 ˚C; time: 18 h; atm: anhydrous and oxygen-free,87%,,88%,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureD-Entry7; PDF pages: 101,"3 (0.2 mmol, 1.0 equiv.)",6-Fluoro-1-(4-methoxy-2-methylphenyl)-2-(trifluoromethyl)-1H-benzo[d]imidazole (61.1 mg),,"Pd(OAc)2 (2.2 mg, 5.0 mol%)",(S)-BINAP,toluene (1.0 mL (in catalyst premix) and 1.0 mL (with substrate)),Cs2CO3 (1.2 equiv.),temp: 60 ˚C; time: 18 h; atm: anhydrous and oxygen-free,94%,,90%,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureD-Entry8; PDF pages: 101,"3 (0.2 mmol, 1.0 equiv.)",6-Chloro-1-(4-methoxy-2-methylphenyl)-2-(trifluoromethyl)-1H-benzo[d]imidazole (62.7 mg),,"Pd(OAc)2 (2.2 mg, 5.0 mol%)",(S)-BINAP,toluene (1.0 mL (in catalyst premix) and 1.0 mL (with substrate)),Cs2CO3 (1.2 equiv.),temp: 60 ˚C; time: 18 h; atm: anhydrous and oxygen-free,92%,,92%,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureD-Entry9; PDF pages: 102,"3 (0.2 mmol, 1.0 equiv.)",4-Bromo-1-(4-methoxy-2-methylphenyl)-2-(trifluoromethyl)-1H benzo[d]imidazole (36 mg),,"Pd(OAc)2 (2.2 mg, 5.0 mol%)",(S)-BINAP,toluene (1.0 mL (in catalyst premix) and 1.0 mL (with substrate)),Cs2CO3 (1.2 equiv.),temp: 60 ˚C; time: 18 h; atm: anhydrous and oxygen-free,63%,,67%,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureD-Entry10; PDF pages: 103,"3 (0.2 mmol, 1.0 equiv.)","1-(4-Methoxy-2-methylphenyl)-2,6-bis(trifluoromethyl)-1H-benzo[d]imidazole (66.8 mg)",,"Pd(OAc)2 (2.2 mg, 5.0 mol%)",(S)-BINAP,toluene (1.0 mL (in catalyst premix) and 1.0 mL (with substrate)),Cs2CO3 (1.2 equiv.),temp: 60 ˚C; time: 18 h; atm: anhydrous and oxygen-free,89%,,92%,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,"GeneralProcedureD-Entry11; PDF pages: 103, 104","3 (0.2 mmol, 1.0 equiv.)",6-(Tert-butyl)-1-(4-methoxy-2-methylphenyl)-2-(trifluoromethyl)-1H-benzo[d]imidazole (68.3 mg),,"Pd(OAc)2 (2.2 mg, 5.0 mol%)",(S)-BINAP,toluene (1.0 mL (in catalyst premix) and 1.0 mL (with substrate)),Cs2CO3 (1.2 equiv.),temp: 60 ˚C; time: 18 h; atm: anhydrous and oxygen-free,94%,,93%,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureD-Entry12; PDF pages: 104,"3 (0.2 mmol, 1.0 equiv.)",1-(4-Methoxy-2-methylphenyl)-6-(trifluoromethoxy)-2-(trifluoromethyl)-1H-benzo[d]imidazole (71.2 mg),,"Pd(OAc)2 (2.2 mg, 5.0 mol%)",(S)-BINAP,toluene (1.0 mL (in catalyst premix) and 1.0 mL (with substrate)),Cs2CO3 (1.2 equiv.),temp: 60 ˚C; time: 18 h; atm: anhydrous and oxygen-free,91%,,91%,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureD-Entry13; PDF pages: 105,"3 (0.2 mmol, 1.0 equiv.)",1-(4-Methoxy-2-methylphenyl)-2-(trifluoromethyl)-1H-benzo[d]imidazole-6-carbonitrile (65.1 mg),,"Pd(OAc)2 (2.2 mg, 5.0 mol%)",(S)-BINAP,toluene (1.0 mL (in catalyst premix) and 1.0 mL (with substrate)),Cs2CO3 (1.2 equiv.),temp: 60 ˚C; time: 18 h; atm: anhydrous and oxygen-free,98%,,92%,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,"GeneralProcedureD-Entry14; PDF pages: 105, 106","3 (0.2 mmol, 1.0 equiv.)",1-(4-Methoxy-2-methylphenyl)-5-methyl-2-(trifluoromethyl)-1H-benzo[d]imidazole (56.5 mg),,"Pd(OAc)2 (2.2 mg, 5.0 mol%)",(S)-BINAP,toluene (1.0 mL (in catalyst premix) and 1.0 mL (with substrate)),Cs2CO3 (1.2 equiv.),temp: 60 ˚C; time: 18 h; atm: anhydrous and oxygen-free,88%,,89%,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureD-Entry15; PDF pages: 106,"3 (0.2 mmol, 1.0 equiv.)","1-(4-Methoxy-2-methylphenyl)-2,5-bis(trifluoromethyl)-1H-benzo[d]imidazole (68.3 mg)",,"Pd(OAc)2 (2.2 mg, 5.0 mol%)",(S)-BINAP,toluene (1.0 mL (in catalyst premix) and 1.0 mL (with substrate)),Cs2CO3 (1.2 equiv.),temp: 60 ˚C; time: 18 h; atm: anhydrous and oxygen-free,91%,,90%,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureD-Entry16; PDF pages: 107,"3 (0.2 mmol, 1.0 equiv.)",5-Fluoro-1-(4-methoxy-2-methylphenyl)-2-(trifluoromethyl)-1H-benzo[d]imidazole (60.5 mg),,"Pd(OAc)2 (2.2 mg, 5.0 mol%)",(S)-BINAP,toluene (1.0 mL (in catalyst premix) and 1.0 mL (with substrate)),Cs2CO3 (1.2 equiv.),temp: 60 ˚C; time: 18 h; atm: anhydrous and oxygen-free,93%,,91%,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,"GeneralProcedureD-Entry17; PDF pages: 107, 108","3 (0.2 mmol, 1.0 equiv.)",5-Chloro-1-(4-methoxy-2-methylphenyl)-2-(trifluoromethyl)-1H-benzo[d]imidazole (63.4 mg),,"Pd(OAc)2 (2.2 mg, 5.0 mol%)",(S)-BINAP,toluene (1.0 mL (in catalyst premix) and 1.0 mL (with substrate)),Cs2CO3 (1.2 equiv.),temp: 60 ˚C; time: 18 h; atm: anhydrous and oxygen-free,93%,,90%,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,"GeneralProcedureD-Entry18; PDF pages: 107, 108, 109","3 (0.2 mmol, 1.0 equiv.)",5-Methoxy-1-(4-methoxy-2-methylphenyl)-2-(trifluoromethyl)-1H-benzo[d]imidazole (59.3 mg),,"Pd(OAc)2 (2.2 mg, 5.0 mol%)",(S)-BINAP,toluene (1.0 mL (in catalyst premix) and 1.0 mL (with substrate)),Cs2CO3 (1.2 equiv.),temp: 60 ˚C; time: 18 h; atm: anhydrous and oxygen-free,88%,,87%,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,GeneralProcedureD-Entry19; PDF pages: 109,"3 (0.2 mmol, 1.0 equiv.)",1-(4-Methoxy-2-methylphenyl)-5-(trifluoromethoxy)-2-(trifluoromethyl)-1H-benzo[d]imidazole (71.2 mg),,"Pd(OAc)2 (2.2 mg, 5.0 mol%)",(S)-BINAP,toluene (1.0 mL (in catalyst premix) and 1.0 mL (with substrate)),Cs2CO3 (1.2 equiv.),temp: 60 ˚C; time: 18 h; atm: anhydrous and oxygen-free,91%,,92%,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,"GeneralProcedureD-Entry20; PDF pages: 109, 110","3 (0.2 mmol, 1.0 equiv.)",6-Methyl 1-(4-methoxy-2-methylphenyl)-2-(trifluoromethyl)-1H-benzo[d]imidazole-5-carboxylate (67.2 mg),,"Pd(OAc)2 (2.2 mg, 5.0 mol%)",(S)-BINAP,toluene (1.0 mL (in catalyst premix) and 1.0 mL (with substrate)),Cs2CO3 (1.2 equiv.),temp: 60 ˚C; time: 18 h; atm: anhydrous and oxygen-free,92%,,90%,,,,
enantioselective synthesis of atropisomeric biaryls by pd‐catalyzed asymmetric buchwald,"GeneralProcedureD-Entry21; PDF pages: 110, 111","3 (0.2 mmol, 1.0 equiv.)","5,6-Difluoro-1-(4-methoxy-2-methylphenyl)-2-(trifluoromethyl)-1H-benzo[d]imidazole (59.1 mg)",,"Pd(OAc)2 (2.2 mg, 5.0 mol%)",(S)-BINAP,toluene (1.0 mL (in catalyst premix) and 1.0 mL (with substrate)),Cs2CO3 (1.2 equiv.),temp: 60 ˚C; time: 18 h; atm: anhydrous and oxygen-free,91%,,90%,,,,
